id	eng	amh	gaz	kqy-latin	kqy-ethiopic	hdy	ktb	sid	kbr
trinity+17	17th Sunday after Trinity	ከሥላሴ በኋላ 17ኛ እሑድ	Sadan Tokkummaa Booda Sanbata Guddaa 17ffaa	Wonto Haydzunte Ankeme e geede tamma laafunxo Anke	ዎንቶ ሀይድዙንቴ አንኬሜ ኤ ጌዴ ተመ ላፉንሦ አንኬ	Saseeyyoo’m Mateeyyoo’m Ugudiinsi Lasage Tommanee Lama’l Abba’aa	Sasooma Magani Abbaachchi Zakkiin yoo Toona lamalqi Abbata	Sillaase gedensaanni 17kki Sambata	
trinity+18	18th Sunday after Trinity	ከሥላሴ በኋላ 18ኛ እሑድ	Sadan Tokkummaa Booda Sanbata Guddaa 18ffaa	Wonto Haydzunte Ankeme e geede tamma hazunxo Anke	ዎንቶ ሀይድዙንቴ አንኬሜ ኤ ጌዴ ተመ ሀዙንሦ አንኬ	Saseeyyoo’m Mateeyyoo’m Ugudiinsi Lasage Tommanee Sadeenti Abba’aa	Sasooma Magani Abbaachchi Zakkiin yoo Toona hezzeettiqqi Abbata	Sillaase gedensaanni 18kki Sambata	
trinity+19	19th Sunday after Trinity	ከሥላሴ በኋላ 19ኛ እሑድ	Sadan Tokkummaa Booda Sanbata Guddaa 19ffaa	Wonto Haydzunte Ankeme e geede tamma odunxo Anke	ዎንቶ ሀይድዙንቴ አንኬሜ ኤ ጌዴ ተመ ኦዱንሦ አንኬ	Saseeyyoo’m Mateeyyoo’m Ugudiinsi Lasage Tommanee Honsi Abba’aa	Sasooma Magani Abbaachchi Zakkiin yoo Toona honsiqqi Abbata	Sillaase gedensaanni 19kki Sambata	
trinity+20	20th Sunday after Trinity	ከሥላሴ በኋላ 20ኛ እሑድ	Sadan Tokkummaa Booda Sanbata Guddaa 20ffaa	Wonto Haydzunte Ankeme e geede lanxo tanxo Anke	ዎንቶ ሀይድዙንቴ አንኬሜ ኤ ጌዴ ለንሦ ተንሦ አንኬ	Saseeyyoo’m Mateeyyoo’m Ugudiinsi Lasage Lamiyyi Abba’a	Sasooma Magani Abbaachchi Zakkiin yoo Lamoodunqi Abbata	Sillaase gedensaanni 20kki Sambata	
trinity+21	21st Sunday after Trinity	ከሥላሴ በኋላ 21ኛ እሑድ	Sadan Tokkummaa Booda Sanbata Guddaa 21ffaa	Wonto Haydzunte Ankeme e geede lam’i tamma bidzunxo Anke	ዎንቶ ሀይድዙንቴ አንኬሜ ኤ ጌዴ ለምእ ተመ ብድዙንሦ አንኬ	Saseeyyoo’m Mateeyyoo’m Ugudiinsi Lasage Lamiyyee Maxxi Abba’aa	Sasooma Magani Abbaachchi Zakkiin yoo Lameena matiqqi Abbata	Sillaase gedensaanni 21kki Sambata	
trinity+22	22nd Sunday after Trinity	ከሥላሴ በኋላ 22ኛ እሑድ	Sadan Tokkummaa Booda Sanbata Guddaa 22ffaa	Wonto haydzunte Ankeme e geede lam’i tamma lanxo Anke	ዎንቶ ሀይድዙንቴ አንኬሜ ኤ ጌዴ ለምእ ተመ ለንሦ አንኬ	Saseeyyoo’m Mateeyyoo’m Ugudiinsi Lasage Lamiyyee La’m Abba’aa	Sasooma Magani Abbaachchi Zakkiin yoo Lameena lanki Abbata	Sillaase gedensaanni 22kki Sambata	
trinity+23	23rd Sunday after Trinity	ከሥላሴ በኋላ 23ኛ እሑድ	Sadan Tokkummaa Booda Sanbata Guddaa 23ffaa	Wonto haydzunte Ankeme e geede lam’i tamma hayxo Anke	ዎንቶ ሀይድዙንቴ አንኬሜ ኤ ጌዴ ለምእ ተመ ሀይሦ አንኬ	Saseeyyoo’m Mateeyyoo’m Ugudiinsi Lasage Lamiyyee Saxxi Abba’aa	Sasooma Magani Abbaachchi Zakkiin yoo Lameena sakki Abbata	Sillaase gedensaanni 23kki Sambata	
judgment-1	Sunday before Last Judgement Sunday	ከፍርድ እሑድ የሚቀድሞ እሑድ	Sanbata Guddaa Firdii Dursu	Yaa’a wonte Ankeme burona anke	ያአ ዎንቴ አንኬሜ ቡሮነ አንኬ	Oogaxxi Abba’iinsi Gassoo Abba’a	Firdi Abbat yeenno Abbaachchi Bireen yoo Abbata	Yoote Sambata balaxanno Sambati	
judgment	Last Judgement Sunday	የፍርድ እሑድ	Sanbata Guddaa Firdii	Yaa’a wonte anke	ያአ ዎንቴ አንኬ	Oogaxxi Abba’a	Firdi Abbata	Yoote Sambata	
circumcision	Feast of the Circumcision of Jesus	የጌታ ግዝረት በዓል	Ayyaana Dhagna Qabamuu Yesus			Moollanni Ballachchanchi Ugudo	Yesuusi Nuggussa Bari Abbiseenno Ayyaana	Mootichu Barcima Ayyaana	
temple	Feast of the Entry of Jesus into the Temple	የኢየሱስ ወደ ቤተ መቅደስ መግባት በዓል	Ayyaana Mana Qulqullummaatti Geeffamuu Yesus	Yesuusay hayla zawaa yoodo massala	ዬሱሰይ ሀይለ ዘዋ ዮዶ መሰለ	Yesuus Waa’i Mine Aagu Ugudo	Yesuusu Magani Keesammo Mini Aaggo Bari Abbiseenno Ayyaana	Yesuusi Qullaawu Minira eate ayyaani	
annunciation	Feast of the Annunciation	የምሥራች በዓል	Ayyaana Misraachoo	Modhe Odo massala	ሞዼ ኦዶ መሰለ	Mishiraachchi Ugudo	Mishiraachcha Kuleemma Bari Abbiseenno Ayyaana	Danchu Duduwi ayyaana	
tabor	The Transfiguration of Jesus on Mt. Tabor (Buhe)	የደብረ ታቦር በዓል (ቡሄ)	Ayyaana Gaara Taabor (Buhee)	Taaboore bakka massala	ታቦሬ በከ መሰለ	Taaboo’l Duu’n Ugudo	Yesuusi Bifu Doorammo Bari Abbiseenno Ayyaana (Bue Ayyaana)	Debre Taaboori ayyaana (buhe)	
last	Last Sunday of the year	የዓመቱ የመጨረሻ እሑድ	Sanbata Guddaa Dhuma Waggichaa	Berase aallicira wonte Anke	ቤረሴ ኣልጭረ ዎንቴ አንኬ	Hiinchi Lasaanchi Abba’a	Woggee Zakkaanchi Abbata	Diru goofimarchi Sambata	
newyear	Ethiopian New Year	የቅዱስ ዮሐንስ በዓል	Ayyaana Yohannis Qulqulluu	Xhamaqicha Yohanise massala	ጸመቅቸ ዮሀንሴ መሰለ	Keesammi Yohaannis Ugudo	Xummaancho Yohaannise Bari	Qullaawu Yohaannisi ayyaana	
mesqel	Finding of the True Cross	የመስቀል በዓል	Ayyaana Fannoo (Masqalaa)	Suxi mixi massala	ሱሥ ምሥ መሰለ	Masqa’l Ugudo	Masaali Ayyaana Abbiseenno Bari	Masiqalu Ayyaana	
reformation	Reformation Day	የቤተ ክርስቲያን ተሐድሶ ቀን መታሰቢያ	Guyyaa Haara'umsa Waldaa Kristaanaa	Wonto zawaxiti killooma massala wonte	ዎንቶ ዘወሥት ክሎመ መሰለ ዎንቴ	Amma’nnaa’n Areesanchi Ugudo	Amma'nnaanni Maabara Haareeseemma Bari	Beetekiristaanete Haa'roo'ma Barra	
martyrs	Feast of the Martyrs	የምስክሮች / የሰማዕታት / መታሰቢያ በዓል	Ayyaana Yaadannoo Dhuga Baatotaa (Warra Amantiidhaaf Aarsaa Ta'anii)			Naqaashshuwwa (Kiristoos Bikkina Xiig Dunamu Keeno Tiirakkam Ugudo)	Amma'nnati Daafiin Retoo Manna Qaagii Abbiseenno Ayyaani Bari	Farci'raano qaagate ayyaana	
advent1_theme	The Lord's coming to the temple	የጌታ ወደ ቤተ መቅደስ መምጣት	Gooftaan Gara Mana Qulqullummaa Dhufuu Isaa	Laaxi hayla zawaa yowe	ላሥ ሀይለ ዘዋ ዮዌ	Waa’i Mine Moollanni Waarukkisa	Qarichchu Yesuusu Keesammo Magani Mini Waalloga	Mootichunniti Qullaawa Minira daa	
advent2_theme	The coming of the Lord into his kingdom	የጌታ ወደ መንግሥቱ መምጣት	Gooftaan Gara Mootummaa Isaa Dhufuu Isaa	Laaxi yekke be kaatetuwaaka yowe	ላሥ ዬኬ ቤ ካቴቱዋከ ዮዌ	Moollanni Ixxi Adilla’n Beyyo Waarimma	Qarichchu Yesuusu Wommoomasiba Waalloga	Mootichu gashshootisiwa daa	
advent3_theme	Preparing the way	የመንገዱ ጠራጊዎች	Warra Karaa Isaa Qulleessan	Oge fiteesita	ኦጌ ፍቴስተ	Googo Axissam Keeno	Woqqaas Qixxansitaara	Doogosi fiitannori	
advent4_theme	The coming of the Lord is near	የጌታ መምጣት ቀርቧል	Dhufaatiin Gooftichaa Dhi'aateera	Laaxi yowey uddhose	ላሥ ዮዌይ ኡዾሴ	Moollannik Waar Hincaakko	Qarichcho Yesuusi Waalu Onxakkeei	Mootichu daa iillitino	
christmas_theme	The birth of our Lord	የጌታችን ልደት	Dhaloota Gooftaa Keenyaa	Laaxi yelutte	ላሥ ዬሉቴ	Ni Moollanni Qarancha	Qarichchu Yesuusu Ilammo Bari	Mootichinke Ilama	
christmas+1_theme	Living in peace as children of God	የእግዚአብሔር ልጆች የሰላም ኑሮ	Jireenya Nagaa Ijoolleen Waaqayyoo Jiraatan	Wonto nayshi modhetena yese yeso	ዎንቶ ነይሽ ሞዼቴነ ዬሴ ዬሶ	Waa’i Oos Xumminne Hee’imma	Magani Oosut xuummiin heaaga	Maganu ooso keeri heeshsho	
christmas+2_theme	The Magi worship baby Jesus	ሕፃኑን ለማክበር የምሥራቅ ጠቢባን መምጣት	Ogeeyyiin Ba'aa Yesus Mucichaaf Sagaduudhaaf Dhufuu Isaanii	Yele kuxese oshichi badefa eraxiti yoodosa	ዬሌ ኩሤሴ ኦሽች በዴፈ ኤረሥት ዮዶሰ	Ciilichchina Lomba Uwwiteena Eelliinchi Firoo Kolliinsi Qoor Manni Waatto’isa	Ilammo Ciilii Abbinni Aassii Arfuli Wudiichchi Enkee'nnannaakkat Waaltooga	Qaaqqo ayirrissara soojjaatinni beeddahete egennaammi daa	
epiphany_theme	The Baptism of Jesus	የኢየሱስ ጥምቀት	Cuuphamuu Yesus	Yesuusa xhiqate	ዬሱሰ ጽቀቴ	Yesuus Xammaqamukkisa	Yesuusu Xammaqammoga	Yesuusi ximqate	
epiphany+1_theme	Preaching the Good News to the whole world	ወንጌልን ለዓለም ሁሉ ስለ ማድረስ	Waa'ee Wangeela Addunyaa Maraan Ga'uu	Modhe Odo ha saha gara uddi elluse	ሞዼ ኦዶ ሀ ሰሀ ገረ ኡድ ኤሉሴ	Mishiraachchi Sagara Heer Uulli Hundina Afisimmi Bikkina	Mishiraachchi Laagata Uulla Aleen Horaanin Iillisitannee	Dancha Duduwo alame baalate iillisha	
epiphany+2_theme	Jesus sanctifies our life	ኢየሱስ ኑሮአችንን ይቀድሳል	Yesus Jireenya Keenya In Qulqulleessa	Yesuusay nu yeso haylonxesako	ዬሱሰይ ኑ ዬሶ ሀይሎንሤሰኮ	Yesuus Ni Heechcha Maasse’ookko (Keesookko)	Yesuusu Heechchanne Maassa'ano	Yesuusi hee'neemmo heeshsho qullaawa assanno	
epiphany+3_theme	Jesus strengthens our faith	ኢየሱስ እምነታችንን ያጸናል	Yesus Amantii Keenya In Cimsa	Yesuusay nu aadexo minxesako	ዬሱሰይ ኑ ኣዴሦ ምንሤሰኮ	Yesuus Ni Amma’nnato Qoxxisookko	Yesuusu Amma'nnatunne Qaarsano	Yesuusi amma'nanke kaajjishanno	
epiphany+4_theme	Jesus helps in times of need	ኢየሱስ በችግር ጊዜ ይረዳል	Yesus Yeroo Rakkinaatti In Gargaara	Yesuusay maddha woggaaka maraxuko	ዬሱሰይ መዸ ዎጋከ መረሡኮ	Yesuus Hawwi Ammane Hara’mmoohane	Yesuusu Hawwu Iillee Jaata Kaa'llanoa	Yesuusi qarru yannara kaa'lanno	
epiphany+5_theme	Revealing the hidden glory of the kingdom of heaven	የተሰወረ የመንግሥተ ሰማያት ክብር ስለ መግለጽ	Ulfina Mootummaa Waaqayyoo Isa Dhokatee Ture Mul'isuu	Adeydo badi yese afa kaatete kuxa fuula gisha adduse	አዴይዶ በድ ዬሴ አፈ ካቴቴ ኩሠ ፉለ ግሸ አዱሴ	Maaxamaakkoo Iima’n Adilla’n Lomba Moo’isimmi Bikkina	Beessichchu ikko Samee Wommooma Abbinnu Lalleega	Dahaawinoha gordu gashshooti ayirrinye xawisa	
epiphany+6_theme	God's work never ends	የማያቋርጥ የእግዚአብሔር ሥራ	Hojii Waaqayyoo Isa Gargar hin Cinne	Wontoy be hanta essuwasso	ዎንቶይ ቤ ሀንተ ኤሱወሶ	Muramoobee’i Waa’i Baxo	Gooffumbuta Magani Hujita	Uurrannokkihu Maganu Loosi	
lent-3_theme	God's grace	ስለ እግዚአብሔር ጸጋ	Waa'ee Ayyaana Waaqayyo	Wontoy axuse keenge maxo modhete	ዎንቶይ አሡሴ ኬንጌ መሦ ሞዼቴ	Waa’i Anceexxi Bikkina	Magani Abba Aassanchitannee	Maganu eltore	
lent-2_theme	God's word	ስለ እግዚአብሔር ቃል	Waa'ee Dubbii Waaqayyoo	Wonto kato gisha	ዎንቶ ከቶ ግሸ	Waa’i Saga’l Bikkina	Magani Laagatannee	Maganu Qaali daafira	
lent-1_theme	God's love	ስለ እግዚአብሔር ፍቅር	Waa'ee Jaalala Waaqayyoo	Wontoy axe eehe gisha	ዎንቶይ አሤ ኤሄ ግሸ	Waa’i Iitti Bikkina	Magani Iittatannee	Maganu baxillire	
lent1_theme	Fighting temptation	ፈተናን መዋጋት	Qoramsaan Loluu	Naa’o iishi gare	ናኦ ኢሽ ገሬ	Keenanchanne Aagakkambee’isa Qoxxakka’a Ege’llimma	Keenanchu Iillee Jaata Uujjaqqamitannee	Fonqolu ledo qasama	
lent2_theme	A strong foundation of faith	ጽኑ እምነት (የእምነት መሠረት)	Amantii Jabaa / Bu'uura Amantii	Miimo aadexo /aadexo kaacho/	ሚሞ ኣዴሦ /ኣዴሦ ካቾ/	Qoxxaalli Amma’nnato (Amma’nnaxxi Shooho’o)	Qaara amma'nnatitannee / Amma'nnati shoohuta	Jawwaata amma'na (ammanate xinta)	
lent3_theme	Fighting the forces of evil	ከክፋት ኃይላት ጋር መዋጋት	Humnoota Hamootaan Loluu	Cencha osaxitaara dargutte 	ጬንቸ ኦሰሥታረ ደርጉቴ	Jolli Malaayyinne Qaxxancha	Hiila ayyaana gibeenan uujjaqqameennoga	Bunshete wolqaataammi ledo gaarama (olama)	
lent4_theme	The bread of life	የሕይወት እንጀራ	Buddeena Jireenyaa	Yeso boora	ዬሶ ቦረ	Heechchi Hurbaata	Heechcha Ichchatannee	Heeshshote Buddeena	
lent5_theme	Our mediator	አስታራቂአችን	Araarsaa Keenya	Kristosay nu naqesako 	ክርስቶሰይ ኑ ነቄሰኮ	Neese Iittansaancho	Hooqqonnehannitannee	Araarsaanchinke	
lent6_theme	The new life	ስለ አዲስ ሕይወት	Waa'ee Jireenya Haaraa	Kille yeso gisha	ክሌ ዬሶ ግሸ	Haareechchi Heechchi Duuha’i Bikkina	Haaroo heechchatannee	Haaro heeshshore	
lent7_theme	The new covenant	አዲስ ቃል ኪዳን	Kakuu Isa Haaraa	Kille caaqo	ክሌ ጫቆ	Haareechchi Hidiro	Haaroo Laaga Hidiritannee	Haaro gondooro	
holy_mo_theme	The suffering Christ	የተሠቃየው ክርስቶስ	Kristos Isa Dhiphate	Maddhay e gara yoodo Kristosa	መዸይ ኤ ገረ ዮዶ ክርስቶሰ	Hawwo Aa’u Kiristoosa	Abba Hawwa Aaqqee Kirstoositannee	Shetto iillitusihu Kiristoosi	
holy_tu_theme	The suffering Christ	የተሠቃየው ክርስቶስ	Kristos Isa Dhiphate	Maddhay e gara yoodo Kristosa	መዸይ ኤ ገረ ዮዶ ክርስቶሰ	Hawwo Aa’u Kiristoosa	Abba Hawwa Aaqqee Kiristoositannee	Shetto iillitusihu Kiristoosi	
holy_we_theme	The suffering Christ	የተሠቃየው ክርስቶስ	Kristos Isa Dhiphate	Maddhay e gara yoodo Kristosa	መዸይ ኤ ገረ ዮዶ ክርስቶሰ	Hawwo Aa’u Kiristoosa	Abba Hawwa Aaqqee Kiristoositannee	Shetto iillitusihu Kiristoosi	
holy_th_theme	The Lord's Supper	ቅዱስ እራት	Irbaata Qulqulluu	Hayla maaqe Laaxi Qamete	ሀይለ ማቄ ላሥ ቀሜቴ	Moollanni Hurbaata	Qarichchi Ozetannee	Mootichu Hurbaate	
holy_fr_theme	Jesus' crucifixion	ኢየሱስ ተሰቀለ	Yesus Fannifamuu Isaa	Yesuusay suxhutto	ዬሱሰይ ሱጹቶ	Yesuus Saqalamukko	Qarichchu Yesuusu Saqalammeei	Yesuusa sunti	
holy_sa_theme	Jesus' burial	ኢየሱስ ተቀበረ፣ ጌታ ወደ ሲኦል ወረደ	Yesus In Awwaalame, Gooftaan Gara Si'olitti Gadi In Bu'e	Yesuusay e moogutto; Laaxi si’oliya hoddho	ዬሱሰይ ኤ ሞጉቶ፤ ላሥ ስኦልየ ሆዾ	Yesuus Waammamukko, Si’oolanne Moollanni Dillukko	Qarichchu Yesuusu Moogammi Xilla Moogi Aazi Dirreei	Yesuusi waammi (Mootichu jeennaate dirri)	
easter_theme	The Resurrection of Jesus	ኢየሱስ ተነሥቶአል	Yesus Du'aa Ka'eera	Yesuusay dendiko yese	ዬሱሰይ ዴንድኮ ዬሴ	Yesuus Lehiinsi Ki’aakko	Yesuusu Rehoochchi Ke'eei	Yesuusi kaino	
easter_mo_theme	Meeting with the living Lord	ከሕያው ጌታ ጋር መገናኘት	Goofticha Isa Jiraataa Wajjin Wal-Arguu	Kristosay dendo sahay wontine Jhiisho wonte / En’a maaqe Laaxaara muhe	ክርስቶሰይ ዴንዶ ሰሀይ ዎንትኔ ዢሾ ዎንቴ / ኤንአ ማቄ ላሣረ ሙሄ	Hee’oo Moollanninne Edancha	Heano Qarichcho Yesuusiin Daqqamitannee	Kaote Sanyo Heeshshote Mootichi ledo xaada	
easter+1_theme	The heart of our salvation	የደኅንነታችን አብነት	Fayyinni Keenya Raawwatamuu Isaa	Wontoy numba maardosuse addaa benta zeere	ዎንቶይ ኑምበ ማርዶሱሴ አዳ ቤንተ ዜሬ	Ni Gatimmi Horoor Woshsha	Kiristoosiin Fau Daqqunne Abba Xaha Ikkoga	Gatonke gari	
easter+2_theme	The Lord is our shepherd	ጌታ እረኛችን ነው	Gooftaan Tiksee Keenya	Laaxi nu yeemaxuko	ላሥ ኑ ዬመሡኮ	Moollanni Neese Allaaraancho	Qarichchu Yesuusu Qorabaanchunne Ikkoga	Mootichu allaalaanchonkeeti	
easter+3_theme	Longing for our heavenly home	ሰማያዊ ቤታችንን መናፈቅ	Mana Keenya Isa Waaqa Irraa Yaaduu	Afaakka yese nu zawa saze	አፋከ ዬሴ ኑ ዘወ ሰዜ	Iima’n Ni Mine Marimmina Quluximma	Samaan yoo Mininne Qulxitannee	Gordunniha minenke quqquxama	
easter+4_theme	The path of holiness	ስለ ቅድስና መንገድ	Waa'ee Karaa Qajeelummaa	Haylomana yese gisha	ሀይሎመነ ዬሴ ግሸ	Keesammi Heechcha	Xummaancho Heechchatannee	Keeraa'mate doogore	
easter+5_theme	Prayer	ስለ ጸሎት	Waa'ee Kadhannaa	Wonto shi’e gisha	ዎንቶ ሽኤ ግሸ	Uunxaxxi Bikkina	Maganu Uucceennoga	Huuccattote daafira	
ascension_theme	Jesus ascends into heaven	ኢየሱስ ክርስቶስ ወደ ሰማይ ዐረገ	Yesus Kristos Gara Waaqaatti Ol-Fudhatame	Yesuusi Kristosay dhaddi afaa kesso	ዬሱስ ክርስቶሰይ ዸድ አፋ ኬሶ	?	Yesuusu Kiristoosu Samaa Fulleei	Yesuusi Kiristoosi gordo fule ha'ri	
ascension+1_theme	The promised coming of the Holy Spirit	የመንፈስ ቅዱስ መምጣት ተስፋ	Abdii Dhufaatii Hafuura Qulqulluu	Ayaana Geeshi yoonenike ohutta gobbo	አያነ ጌሽ ዮኔንኬ ኦሁተ ጎቦ	Keesammi Ayyaa’n Waarimmi Neeyyato	Xummaanchu Ayyaanu Dirrunta Aassammo Tassaa	Qullaawu Ayyaani daa hexxo	
pentecost_theme	The outpouring of the Holy Spirit	የመንፈስ ቅዱስ መፍሰስ	Bu'uu Hafuurra Qulqulluu	Ayaana Geeshi hoddho	አያነ ጌሽ ሆዾ	Keesammi Ayyaan Dillukkisa	Xummaanchu Ayyaanu Dirreega	Qullaawu Ayyaani lolahi	
pentecost+1_theme	The gifts of the Holy Spirit	የመንፈስ ቅዱስ ስጦታዎች	Kennaa Hafuura Qulqulluu	Ayaana Geeshi inge ingo gisha	አያነ ጌሽ እንጌ እንጎ ግሸ	Keesammi Ayyaa’n Uwwancha	Xummaancho Ayyaani Aassanchitannee	Qullaawu Ayyaani afansha	
pentecost+2_theme	The fruit of the Spirit and the works of the flesh	የመንፈስ ፍሬና የሥጋ ሥራ	Ija Hojii Hafuuraa fi Ija Hojii Foonii	Axi Ayaana Geeshuna kaxhe aafe gishaara achona e kaxhe aafe gishaara	አሥ አያነ ጌሹነ ከጼ ኣፌ ግሻረ አቾነ ኤ ከጼ ኣፌ ግሻረ	Ayyaa’n Mishaa Maa’l Mixanoo	Xummaancho Ayyaani Laalona Maali Hujetannee	Ayyaanu guminna maalu loosi	
trinity_theme	Father, Son, and Holy Spirit	አብ፣ ወልድ፣ መንፈስ ቅዱስ	Abbaa, Ilma, Hafuura Qulqulluu	Ade, Yele, Ayaana Geeshi gisha	አዴ፥ ዬሌ፥ አያነ ጌሽ ግሸ	Anna, Beetoo Keesammi Ayyaanaa	Anni, Beetina Xummaancho Ayyaanitannee	Anna, Beetto, Qullaawu Ayyaana	
trinity+1_theme	Choosing God or the world	እግዚአብሔርን ወይም ዓለምን ስለ መምረጥ	Waaqayyoon Yookiis Biyya Lafaa Filachuu	Wonto oo’oyne ha saha xhare gisha	ዎንቶ ኦኦይኔ ሀ ሰሀ ጸሬ ግሸ	Waa’a Te’im Ka Uulla Doo’llimmi Bikkina	Maganu indo Ka Alama Doo'rritannee	Magano woy alame doodha	
trinity+2_theme	Called to the Kingdom of God	ወደ እግዚአብሔር መንግሥት ስለ መጠራት	Waa'ee Gara Mootummaa Waaqayyootti Waamamuu	Wonto kaatetowa xheygutte gisha	ዎንቶ ካቴቶወ ጼይጉቴ ግሸ	Waa’i Adillanina Weeshamimma	Magani Wommoomaa Ga'ameennoga	Maganu gashshootiwa woshshama	
trinity+3_theme	The unity of the church	ስለ ቤተ ክርስቲያን አንድነት	Waa'ee Tokkummaa Waldaa Kristaanaa	Wonto zawaxiti bidzeto gisha / Bidzetowaka yese suussi gishaara shahuttiyaaka yese maddha gishaara	ዎንቶ ዘወሥት ብድዜቶ ግሸ / ብድዜቶወከ ዬሴ ሱስ ግሻረ ሸሁትያከ ዬሴ መዸ ግሻረ	Amma’nnaa’n Wixxixxi Mi’n Mateeyyoo’m Bikkina (Mateeyyoomanne Yoo Maassi Bikkinaa Annannaatoominne Waaroo Hawwi Bikkinaa)	Amma'nnaanni Maabari Meexxoomatannee	Beetekiristaanete mittimmare	
trinity+4_theme	Righteousness and compassion	ጽድቅና ርኅራኄ	Qajeelummaa fi Oo'a	Gizete gishaara axuse higile gishaara	ግዜቴ ግሻረ አሡሴ ህግሌ ግሻረ	Muccuroomaa Qishixxatoo	Muccurimana Qishixxitannee	Keeraanchimmanna shooshanqe	
trinity+5_theme	Living as a disciple to the end	ደቀ መዝሙር ሆኖ እስከ መጨረሻ መኖር	Bartuu Kristos Ta'anii Hamma Dhumaatti Jiraachuu	Kristosaara wolko aallicira aallo yese	ክርስቶሳረ ዎልኮ ኣልጭረ ኣሎ ዬሴ	Ixxo Awwonimminne Lasaanchi Afeebe’e Hee’imma	Yesuusi Awwanaanchu Iheen Zakkaanchu Iillanqaxeechchi He'eennoga	Rosaanchosi ikke goofimarchu geeshsha hee'ra	
trinity+6_theme	Love	ስለ ፍቅር	Waa'ee Jaalalaa	Eeha gisha	ኤሀ ግሸ	Iitti Bikkina	Iittatannee	Baxillu daafira	
trinity+7_theme	Standing firm against sin	ለኃጢአት አለመገዛት	Cubbuudhaaf Abboomamuu Diduu	Cubbo oomo aqe dheebe gisha	ጩቦ ኦሞ አቄ ዼቤ ግሸ	Baaxiilina Ho’llamimma Urimma	Baaxiila Assu Gibitannee	Cubboho hirama hooga	
trinity+8_theme	Faithful and wise stewardship	ተማኝና ብልሃተኛ መጋቢ	Hojjetaa Amanamaa fi Afchaala	Muxhuraxaara gaxaxaara maaqe maraxe	ሙጹረሣረ ገሠሣረ ማቄ መረሤ	Amma’nnamaakkoo Qoor Gassaancho	Amma'nnammeena Qoora Zeemaanchitannee	Ammanaminohunna busulu soqqamaanchi	
trinity+9_theme	Make the most of every opportunity	ጊዜን በከንቱ አለማሳለፍ	Yeroo Ofii Akkasumaan Dabarsuu Dhiisuu	Wogga mikke garxe dheebe gisha	ዎገ ምኬ ገርሤ ዼቤ ግሸ	Awwaad Bee’i Luwwanne Ammane Higisimmi Hasisoobee’isa	Jeechchuta Hujit Yoobaii Baisu Hasisumbuu Ikkoga	Yanna haafunni sayinsannikki gede	
trinity+10_theme	True and false righteousness	እውነተኛና ሐሰተኛ ጽድቅ	Qajeelummaa Dhugaa fi Sobaa	Aade gizete gishaara zaade gizete gishaara	ኣዴ ግዜቴ ግሻረ ዛዴ ግዜቴ ግሻረ	Qophphaniinsi Annanni Ihaakkoo Hanqo’i Muccuroo’m Bikkina	Garena Garita Ikkumbo Muccurimatannee	Halaalunna kaphu keeraanchimma	
trinity+11_theme	Listening and speaking	መስማትና መናገር	Dhaga'uu fi Dubbachuu	Hayse gishaara be muxhurowafa kessi zeere gishaara	ሀይሴ ግሻረ ቤ ሙጹሮወፈ ኬስ ዜሬ ግሻረ	Macceesimmaa Wocimmaa	Maccooccina Xahaaqqitannee	Macciishshe coyi'ra	
trinity+12_theme	Loving our neighbor	ባልንጀራችንን ስለ መውደድ	Waa'ee Namoota Jaallachuu	Nu buro bente axe eehe gisha	ኑ ቡሮ ቤንቴ አሤ ኤሄ ግሸ	Ni Ollakkichcho Iittimmi Bikkina	Jaallaakkanne Gaginnega Iittu Hasisanoo Ikkoga	Jaalanke baxate daafira	
trinity+13_theme	Thanksgiving	ምስጋና	Galata	Galata gisha	ገለተ ግሸ	Galata	Galati	Galata	
trinity+14_theme	Seeking the Kingdom of God	የእግዚአብሔርን መንግሥት መሻት	Mootummaa Waaqayyoo Barbaaduu	Wonto kaatete worge gisha	ዎንቶ ካቴቴ ዎርጌ ግሸ	Waa’i Adillano Hasimma	Magani Wommoomata Qulxeennoga	Maganu gashshoote hasi'ra	
trinity+15_theme	Taking care of creation	ፈጣሪና ፍጥረቱ (ለፍጥረት ተገቢውን እንክብካቤ ስለማድረግ)	Uumaa fi Uumama Isaa (waa'ee uumamaaf kunuunsa barbaachisu gochuu)	Meddhasi gishaara meddhuttasi gishaara / Medho modhussi kafe gisha	ሜዸስ ግሻረ ሜዹተስ ግሻረ / ሜዾ ሞዹስ ከፌ ግሸ	Qooccaanchii Qooccanchii (Qooccanchina Hasisoo Abooyyato Issimmi Bikkina)	Qooccaanchina Qoocceeriitannee (Qooccancha Hasisanogiin Abooyyitannee)	Kalaqaanchunna kalaqamu	
trinity+16_theme	Spiritual freedom	መንፈሳዊ ነጻነት	Birmadummaa Hafuuraa	Wontona shawwo kese gisha	ዎንቶነ ሸዎ ኬሴ ግሸ	Muccuroominne Hee’imma	Amma'nnatiin Daqqeenno Womaannimatannee	Ayyaanaame wolapho	
trinity+17_theme	Drawing close to the Lord	ወደ ጌታ መቅረብ	Gara Gooftaatti Dhi'aachuu	Laaxuko uqe gisha	ላሡኮ ኡቄ ግሸ	Moollanni Beyyo Hincimma	Qarichcho Yesuusiba Hinciyeennoga	Mootichunniwa shiqa	
